0,4,2,0
0,5,4,6
0,10,2,4
1,0,7,9
1,1,0,4
1,2,1,1
1,3,3,3
1,6,3,1
1,7,0,0
2,4,1,7
2,5,0,5
2,8,1,6
2,9,1,5
2,10,0,9
3,6,9,8
3,7,4,9
4,4,7,8
4,5,9,9
4,8,6,2
4,9,8,0
4,10,4,7
5,0,7,0
5,1,5,8
5,2,9,5
5,3,6,9
6,4,3,8
6,5,9,1
6,6,6,6
6,7,6,5
6,8,4,8
7,0,5,3
7,1,1,2
7,2,8,2
7,3,2,9
7,9,0,1
7,10,1,4
8,4,8,8
8,5,2,5
8,8,3,4
