0,0,1,8
0,2,3,2
0,6,5,7
0,8,3,0
1,8,2,2
3,0,4,5
3,2,7,6
4,0,9,3
4,2,8,6
5,6,7,7
6,9,0,6
8,6,2,7
9,0,4,4
9,2,3,6
9,6,3,7
9,9,5,5
